"region","10 to 17 years","10 to 17 years","10 to 17 years","18 to 19 years","18 to 19 years","18 to 19 years"
"region","live births per 1,000 females","95% confidence interval","95% confidence interval","live births per 1,000 females","95% confidence interval","95% confidence interval"
"region","live births per 1,000 females","from","to","live births per 1,000 females","from","to"
"newfoundland and labrador","4.2","4.2","4.3","30.4","28.6","32.3"
"prince edward island","2.9","2.7","3.0","27.2","24.1","30.3"
"nova scotia","3.6","3.5","3.6","29.3","28.0","30.6"
"new brunswick","4.1","4.1","4.2","35.7","34.0","37.3"
"quebec","1.6","1.5","1.6","19.3","18.9","19.7"
"manitoba","7.4","7.4","7.5","49.5","48.0","50.9"
"saskatchewan","8.2","8.1","8.2","55.8","54.2","57.5"
"alberta","4.0","4.0","4.1","33.7","33.0","34.4"
"british columbia","2.1","2.1","2.1","17.8","17.3","18.3"
"yukon","4.7","4.4","5.0","33.7","26.1","41.3"
"northwest territories","7.9","7.6","8.2","59.3","51.6","67.0"
"nunavut","29.4","28.8","30.0","168.9","155.5","182.3"
"canada","3.2","3.2","3.2","27.5","27.2","27.8"
