"","non-user","non-user","non-user","non-medical only","non-medical only","non-medical only","self-defined medical / non-medical","self-defined medical / non-medical","self-defined medical / non-medical"
"","%","95% confidence interval","95% confidence interval","%","95% confidence interval","95% confidence interval","%","95% confidence interval","95% confidence interval"
"","%","from","to","%","from","to","%","from","to"
"daily cigarette smoking","7.4","6.5","8.3","20.7","16.6","25.4","33.0","25.1","41.9"
"heavy drinking","18.1","16.9","19.5","57.1","51.6","62.4","45.4","36.0","55.2"
"other illicit drugs","0.3","0.2","0.5","17.4","13.7","21.7","18.1","12.1","26.1"
"cocaine or heroin","0.2","0.1","0.3","8.7","6.5","11.6","9.2","5.2","15.7"
"speed or methamphetamine","f","..","..","1.5","0.8","2.9","f","..",".."
"ecstacy","0.1","0.0","0.2","6.5","4.7","8.9","2.4","1.3","4.3"
"hallucinogens","0.1","0.0","0.2","8.9","5.9","13.2","10.8","6.4","17.9"
"inhalants or solvents","f","..","..","0.0","0.0","0.0","0.0","0.0","0.0"
"psychoactive pharmaceuticals","","","","","","","","",""
"used at least one type","20.4","19.0","21.8","24.1","20.2","28.5","47.4","38.5","56.5"
"used at least one type for non-therapeutic purposes","1.0","0.7","1.4","4.8","3.2","7.4","7.0","3.7","13.0"
"sedatives or tranquillizers","","","","","","","","",""
"any use","10.0","9.0","11.0","11.6","9.0","14.7","22.0","15.3","30.5"
"non-therapeutic use","0.4","0.3","0.7","1.5","0.8","2.8","f","..",".."
"stimulants","","","","","","","","",""
"any use","0.7","0.5","0.9","4.1","2.9","5.9","6.0","3.2","11.2"
"non-therapeutic use","f","..","..","1.2","0.7","2.0","f","..",".."
"opioid pain relievers","","","","","","","","",""
"any use","12.4","11.2","13.7","12.4","9.6","16.0","32.6","24.9","41.3"
"non-therapeutic use","0.6","0.3","1.0","3.3","1.8","5.8","f","..",".."
