"growth rate","cumulative frequency below growth rate","cumulative frequency below growth rate","cumulative frequency below growth rate","cumulative frequency above growth rate","cumulative frequency above growth rate","cumulative frequency above growth rate"
"growth rate","canadian-born-owned","immigrant-owned","difference","canadian-born-owned","immigrant-owned","difference"
"growth rate","percent","percent","percent","percent","percent","percent"
"-0.25","16.0","16.6","0.6","84.0","83.4","-0.6"
"-0.20","19.3","19.8","0.5","80.7","80.2","-0.5"
"-0.15","23.6","23.8","0.2","76.4","76.2","-0.2"
"-0.10","29.6","29.2","-0.4","70.4","70.8","0.4"
"-0.05","37.6","36.2","-1.5","62.4","63.8","1.5"
"0.00","48.4","45.5","-2.9","51.6","54.5","2.9"
"0.05","58.7","54.4","-4.3","41.3","45.6","4.3"
"0.10","67.2","61.8","-5.4","32.8","38.2","5.4"
"0.15","73.7","67.9","-5.9","26.3","32.1","5.9"
"0.20","78.7","72.7","-5.9","21.3","27.3","5.9"
"0.25","82.4","76.7","-5.8","17.6","23.3","5.8"
"0.75","95.7","93.1","-2.7","4.3","6.9","2.7"
"1.00","97.5","95.7","-1.8","2.5","4.3","1.8"
"1.25","98.5","97.4","-1.1","1.5","2.6","1.1"
