"obesity, waist circumference, self-rated general and mental health","both sexes","both sexes","both sexes","men","men","men","women","women","women"
"obesity, waist circumference, self-rated general and mental health","mvpa","95% confidence interval","95% confidence interval","mvpa","95% confidence interval","95% confidence interval","mvpa","95% confidence interval","95% confidence interval"
"obesity, waist circumference, self-rated general and mental health","mvpa","from","to","mvpa","from","to","mvpa","from","to"
"obesity status","","","","","","","","",""
"underweight","29.8","22.9","36.6","37.0","24.9","49.2","27.5","17.8","37.3"
"normal weight","28.8","27.0","30.6","34.1","31.0","37.2","25.2","23.2","27.1"
"overweight","21.8","20.3","23.4","24.7","22.6","26.8","17.8","16.1","19.4"
"obese, class 1","20.2","17.4","23.0","21.4","18.4","24.3","18.7","14.3","23.0"
"obese, class 2","15.6","13.2","17.9","18.8","14.4","23.2","12.5","9.9","15.2"
"obese, class 3","13.0","10.1","15.9","18.7","12.2","25.1","10.3","7.5","13.0"
"waist circumference status","","","","","","","","",""
"below metabolic syndrome threshold","27.8","26.3","29.3","30.1","28.0","32.2","24.9","23.0","26.9"
"above metabolic syndrome threshold","17.5","16.1","19.0","19.6","17.7","21.4","16.1","14.4","17.9"
"general health","","","","","","","","",""
"poor/fair","13.9","12.2","15.6","15.4","12.9","18.0","12.5","10.2","14.7"
"good","21.1","19.6","22.6","24.8","22.4","27.3","17.4","15.5","19.2"
"very good","26.1","24.0","28.2","27.7","25.3","30.1","24.5","21.5","27.5"
"excellent","29.7","27.2","32.3","34.5","30.8","38.2","24.6","22.0","27.2"
"mental health","","","","","","","","",""
"poor/fair","21.2","17.1","25.3","26.3","20.2","32.3","17.2","12.2","22.2"
"good","21.1","19.1","23.0","24.3","21.8","26.9","18.1","15.6","20.6"
"very good","24.3","22.8","25.9","27.1","24.7","29.5","21.6","19.3","23.9"
"excellent","24.7","22.3","27.0","27.1","24.2","30.0","21.9","19.2","24.7"
