"","immigrant owner","immigrant owner","canadian-born owner","canadian-born owner","total","total"
"","kbi firms","other firms","kbi firms","other firms","kbi firms","other firms"
"","percent","percent","percent","percent","percent","percent"
"credit from financial institution","12.3","37.7","22.0","45.9","19.3","44.0"
"personal financing","77.6","83.5","88.4","81.4","85.4","81.9"
"retained earnings","11.3","15.7","9.3","12.6","9.8","13.3"
"trade credit from suppliers","3.1","17.3","6.8","20.0","5.8","19.3"
"leasing","4.3","13.4","7.9","12.7","6.9","12.9"
"government grant or lending","4.5","4.1","5.9","6.0","5.6","5.6"
"friends or relatives","16.1","17.7","10.7","15.6","12.2","16.1"
"angel investors or venture capital providers","6.6","2.8","5.8","2.7","6.1","2.7"
