"","first nations","first nations","first nations","first nations","metis","metis","metis","metis","inuit","inuit","inuit","inuit"
"","men","men","women","women","men","men","women","women","men","men","women","women"
"","adjusted probability","fold-change","adjusted probability","fold-change","adjusted probability","fold-change","adjusted probability","fold-change","adjusted probability","fold-change","adjusted probability","fold-change"
"self-reported-physician-diagnosed mood and/or anxiety disorder(s)","","","","","","","","","","","",""
"no","0.15","..","0.20","..","0.12","..","0.17","..","0.21","..","0.21",".."
"yes","0.47","3.1","0.38","1.9","0.33","2.8","0.36","2.1","0.35","1.7","0.39","1.9"
"high self-worth","","","","","","","","","","","",""
"no","0.34","..","0.41","..","0.22","..","0.36","..","0.45","..","0.43",".."
"yes","0.19","0.6","0.21","0.5","0.13","0.6","0.19","0.5","0.18","0.4","0.18","0.4"
"drug use","","","","","","","","","","","",""
"no","0.15","..","0.22","..","0.11","..","0.20","..","0.19","..","0.22",".."
"yes","0.34","2.3","0.40","1.8","0.25","2.3","0.36","1.8","0.36","1.9","0.35","1.6"
"heavy, frequent drinking","","","","","","","","","","","",""
"no","-","..","-","..","-","..","-","..","-","..","0.22",".."
"yes","-","-","-","-","-","-","-","-","-","-","0.40","1.8"
"excellent/very good health","","","","","","","","","","","",""
"no","0.24","..","-","-","-","-","0.27","..","-","-","0.27",".."
"yes","0.18","0.8","-","-","-","-","0.18","0.7","-","-","0.18","0.7"
"marital status","","","","","","","","","","","",""
"married/common-law","0.21","..","0.23","..","0.12","..","0.23","..","0.22","..","0.24",".."
"widowed/divorced/separated","0.25","1.2","0.32","1.4","0.22","1.8","0.28","1.2","0.42","1.9","0.25","1.0"
"single","0.22","1.0","0.26","1.1","0.18","1.5","0.21","0.9","0.20","0.9","0.23","1.0"
"personal/parent/grandparent history of residential school","","","","","","","","","","","",""
"no","0.20","..","0.21","..","0.11","..","0.23","..","0.19","..","0.23",".."
"yes","0.21","1.1","0.27","1.3","0.15","1.4","0.28","1.2","0.24","1.3","0.26","1.1"
"don't know/refusal/not stated","0.24","1.2","0.31","1.5","0.22","2.0","0.19","0.8","0.25","1.3","0.18","0.8"
