"population","total","total","canadian-born","canadian-born","immigrant","immigrant"
"population","women","men","women","men","women","men"
"population","percentage","percentage","percentage","percentage","percentage","percentage"
"age 15 and over","","","","","",""
"visible minority","55.2","64.8","57.7","57.4","54.8","67.4"
"not a visible minority","57.4","65.0","59.0","65.9","46.1","57.4"
"age 15 to 24","","","","","",""
"visible minority","39.0","36.3","40.6","35.9","39.3","38.7"
"not a visible minority","54.9","53.2","55.2","53.4","49.5","49.4"
"age 25 to 54","","","","","",""
"visible minority","68.6","81.8","79.4","83.0","67.3","82.4"
"not a visible minority","78.8","85.3","79.2","85.1","75.4","87.0"
"age 55 to 64","","","","","",""
"visible minority","51.5","68.3","58.5","65.6","51.4","68.6"
"not a visible minority","53.0","63.7","52.8","62.9","54.3","69.0"
"age 65 and over","","","","","",""
"visible minority","8.4","17.2","9.2","19.5","8.3","17.1"
"not a visible minority","8.6","17.3","8.7","17.5","8.5","16.7"
