"","mother","mother","mother","father","father","father"
"","stay-at-home","single-earner","dual-earner","stay-at-home","single-earner","dual-earner"
"","average","average","average","average","average","average"
"average age","36.6","39.4","38.3","43.2","39.6","40.7"
"average number of children under 16","2.0","1.7","1.7","1.7","2.0","1.7"
"","percentage","percentage","percentage","percentage","percentage","percentage"
"more than two children under 16","25.4","13.3","13.3","13.3","25.4","13.3"
"at least one child under 5 at home","57.7","36.1","42.6","36.1","57.7","42.5"
"all children aged 5 to 15","42.4","63.9","57.4","63.9","42.4","57.5"
"education","","","","","",""
"less than high school","11.9","6.0","3.3","13.7","11.4","6.1"
"high school diploma","29.1","21.5","16.6","30.8","21.5","20.8"
"college/trades diploma or certificate","29.3","34.3","38.3","28.6","33.3","39.8"
"university degree","29.7","38.2","41.9","27.0","33.8","33.4"
"worked last year","17.1",".",".","35.8",".","."
"occupation","","","","","",""
"management","4.9","7.1","7.1","f","12.0","12.6"
"business, finance and administration","22.6","20.2","25.6","f","9.8","10.3"
"natural and applied sciences","2.6","3.3","4.4","f","13.6","14.0"
"health","5.6","14.5","14.6","f","2.4","3.3"
"social science, education, government and religion","15.2","18.4","19.7","f","4.2","6.2"
"art, culture, recreation and sport","4.3","4.9","3.8","f","1.7","2.2"
"sales and service","36.3","25.6","19.7","17.0","12.9","14.9"
"trades, transport and equipment operators","2.9","f","1.7","37.9","29.5","26.0"
"primary industry","2.4","f","1.1","12.6","6.9","4.0"
"processing, manufacturing and utilities","3.4","3.4","2.4","f","6.4","6.6"
"sector","","","","","",""
"public","21.0","29.9","32.6","11.2","11.0","17.5"
"private","70.0","58.1","53.6","79.3","67.9","62.6"
"self-employed","9.0","11.6","13.9","9.9","20.7","19.9"
"","average","average","average","average","average","average"
"average usual weekly hours",".","35.7","34.4",".","41.6","40.5"
"average hourly earnings",".","25.22","26.10",".","30.36","30.76"
"average weekly earnings",".","908.34","897.95",".","1,249.68","1,225.58"
