"","19 to 49 years","19 to 49 years","19 to 49 years","50 to 69 years","50 to 69 years","50 to 69 years","70 years and older","70 years and older","70 years and older"
"","linked cctlp tumour cohort","tumours with one or more surgical intervention","tumours with one or more surgical intervention","linked cctlp tumour cohort","tumours with one or more surgical intervention","tumours with one or more surgical intervention","linked cctlp tumour cohort","tumours with one or more surgical intervention","tumours with one or more surgical intervention"
"","number","number","percent","number","number","percent","number","number","percent"
"canada","1,615","440","27.2","21,110","4,955","23.5","25,300","3,980","15.7"
"newfoundland and labrador","30","5","22.6","600","130","19.8","600","70","11.2"
"prince edward island","10","x","x","165","30","19.5","x","x","x"
"nova scotia","65","20","29.2","1,155","310","26.9","1,400","205","14.7"
"new brunswick","55","20","37.0","885","280","31.7","960","190","19.6"
"ontario","865","235","27.1","10,480","2,455","23.4","12,375","2,075","16.7"
"manitoba","75","25","32.9","1,040","290","27.6","1,245","250","20.0"
"saskatchewan","60","15","23.0","875","210","23.8","1,205","160","13.5"
"alberta","190","50","27.4","2,310","505","21.9","2,810","395","14.0"
"british columbia","260","65","25.4","3,515","740","21.1","4,460","615","13.8"
"yukon","x","x","x","30","5","20.7","x","x","x"
"northwest territories","x","x","x","25","x","x","20","x","x"
"nunavut","x","0","0.0","25","x","x","x","x","x"
