"","average assessment value","average assessment value","average assessment value","median assessment value","median assessment value","median assessment value"
"","immigrant owner","canadian-born owner","difference","immigrant owner","canadian-born owner","difference"
"","2017 dollars","2017 dollars","2017 dollars","2017 dollars","2017 dollars","2017 dollars"
"vancouver","","","","","",""
"all property types","1,110,500","1,073,000","37,500","810,200","851,000","-40,800"
"single detached","1,767,500","1,512,400","255,100","1,373,000","1,254,100","118,900"
"semi-detached","1,143,800","1,270,200","-126,400","1,139,000","1,205,000","-66,000"
"row house","716,300","706,900","9,400","648,000","617,000","31,000"
"condominium","639,500","619,700","19,800","543,000","515,000","28,000"
"","2016 dollars","2016 dollars","2016 dollars","2016 dollars","2016 dollars","2016 dollars"
"toronto","","","","","",""
"all property types","644,700","715,000","-70,300","576,000","618,000","-42,000"
"single detached","829,800","849,300","-19,500","729,000","724,000","5,000"
"semi-detached","568,600","656,800","-88,200","541,000","587,000","-46,000"
"row house","487,300","520,600","-33,300","459,000","463,000","-4,000"
"condominium","368,000","420,400","-52,400","333,000","359,000","-26,000"
