"","estrie","estrie","monteregie","monteregie","montreal - laval","montreal - laval","laurentides","laurentides","outaouais","outaouais"
"","english-language workers","other workers","english-language workers","other workers","english-language workers","other workers","english-language workers","other workers","english-language workers","other workers"
"","percent","percent","percent","percent","percent","percent","percent","percent","percent","percent"
"place of birth","","","","","","","","","",""
"born in the province of residence","69.2","95.0","80.3","94.0","31.0","50.0","55.4","95.6","59.8","80.1"
"born in a different province","12.0","0.5","7.1","1.2","11.2","2.6","32.4","1.4","30.8","13.9"
"born outside of canada","19.5","4.4","12.5","4.8","57.8","47.4","13.5","3.1","9.4","6.6"
"religion","","","","","","","","","",""
"anglican","16.5","0.0","11.2","0.0","0.0","0.0","8.1","0.0","11.1","0.0"
"catholic","18.8","89.2","36.6","89.8","36.2","60.3","13.5","88.3","31.6","86.1"
"pentecostal","0.0","0.0","0.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0"
"presbyterian","0.0","0.0","4.4","0.0","0.0","0.0","23.0","0.0","4.3","0.0"
"united church","27.8","0.0","14.6","0.3","0.0","0.0","23.0","0.0","23.1","0.0"
"other christian","17.3","2.3","16.9","2.0","13.8","11.5","21.6","2.0","15.4","0.0"
"buddhist, hindu, jewish, muslim and sikh","0.0","0.0","2.4","0.5","31.9","12.9","0.0","0.0","0.0","0.0"
"other religions","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"no religious affiliation","18.0","8.2","13.9","6.9","14.7","13.2","10.8","9.1","12.8","9.6"
