"municipality","total population of municipality","type of population","type of population","type of population"
"municipality","total population of municipality","immigrant","second generation","population with an immigrant background"
"municipality","thousands","percentage","percentage","percentage"
"census metropolitan area of toronto","5,521.2","46.0","20.0","66.0"
"pickering","87.9","31.2","19.2","50.4"
"ajax","109.2","34.2","20.1","54.2"
"vaughan","286.3","46.4","27.0","73.4"
"markham","300.1","57.9","22.7","80.7"
"richmond hill","184.4","54.9","20.5","75.4"
"aurora","52.4","26.4","14.6","40.9"
"newmarket","78.9","23.8","13.8","37.6"
"georgina","42.9","10.9","8.4","19.3"
"toronto","2,576.0","48.6","19.4","68.0"
"mississauga","708.7","52.9","20.5","73.4"
"brampton","521.3","50.6","25.2","75.8"
"caledon","59.0","20.8","18.5","39.3"
"oakville","180.4","32.0","16.2","48.3"
"milton","83.6","29.6","17.3","46.8"
"halton hills","57.9","14.4","10.9","25.4"
