"relationship of perpetrator","men","men","men","women","women","women"
"relationship of perpetrator","percent","95% confidence interval","95% confidence interval","percent","95% confidence interval","95% confidence interval"
"relationship of perpetrator","percent","from","to","percent","from","to"
"student at their school","86.0","84.2","87.6","79.7","78.1","81.3"
"friend or acquaintance","63.7","61.2","66.1","47.6","45.7","49.6"
"stranger","17.4","15.6","19.5","47.6","45.6","49.5"
"student at another school","20.6","18.6","22.8","21.7","20.1","23.4"
"dating partner","11.8","10.2","13.5","10.2","9.1","11.5"
"casual dating partner","8.3","7.0","9.8","9.7","8.6","11.0"
"married or common-law spouse","1.3","0.8","2.0","0.8","0.5","1.2"
"member of a club or team to which they belong","6.5","5.4","7.8","7.0","6.0","8.1"
"co-worker at a co-op, internship, volunteer position or paid on-campus employment","3.8","2.9","4.8","3.9","3.1","4.8"
"professor or instructor at their school","2.5","1.8","3.3","5.4","4.6","6.3"
"staff member","1.7","1.2","2.5","2.4","1.9","3.1"
"teaching assistant at their school","1.3","0.8","2.0","2.2","1.6","2.9"
"supervisor or boss at a co-op, internship or paid on-campus employment","1.1","0.7","1.7","1.9","1.4","2.5"
"coach or trainer","0.5","0.3","1.0","0.4","0.2","0.8"
"other","5.3","4.2","6.6","7.2","6.2","8.3"
"don't know","4.0","3.1","5.2","7.0","6.0","8.1"
