"region of residence","total fertility rate","births","distribution of births by age of mother","distribution of births by age of mother","distribution of births by age of mother","distribution of births by age of mother","distribution of births by age of mother","distribution of births by age of mother"
"region of residence","total fertility rate","births","total","less than 20 years","20 to 24 years","25 to 29 years","30 to 34 years","35 years and over"
"region of residence","children per woman","thousands","percent","percent","percent","percent","percent","percent"
"canada","1.61","377.6","100.0","3.6","14.2","30.1","32.9","19.2"
"newfoundland and labrador","1.45","4.5","100.0","5.6","18.4","29.8","30.3","15.9"
"prince edward island","1.62","1.4","100.0","5.8","17.4","30.3","32.1","14.4"
"nova scotia","1.47","8.9","100.0","5.7","18.8","28.9","30.2","16.4"
"new brunswick","1.54","7.1","100.0","6.7","21.2","32.1","27.6","12.4"
"quebec","1.69","88.6","100.0","2.5","13.7","32.7","33.8","17.4"
"ontario","1.52","140.1","100.0","3.0","12.2","28.0","34.5","22.2"
"manitoba","1.86","15.6","100.0","8.0","20.3","30.1","27.5","14.1"
"saskatchewan","1.99","14.3","100.0","8.1","20.4","33.9","26.5","11.1"
"alberta","1.81","51.0","100.0","4.0","15.6","32.1","31.5","16.8"
"british columbia","1.42","44.1","100.0","2.6","12.3","28.1","33.9","23.1"
"yukon","1.73","0.4","100.0","4.2","13.9","27.4","28.8","25.8"
"northwest territories","1.97","0.7","100.0","8.1","23.8","25.7","25.5","17.0"
"nunavut","2.97","0.8","100.0","20.8","34.1","24.6","13.4","7.2"
