"club","season","division","league","league","fa cup","fa cup","other","other","total","total"
"club","season","division","apps","goals","apps","goals","apps","goals","apps","goals"
"liverpool","1952-53","first division","6","0","0","0","0","0","6","0"
"liverpool","1953-54","first division","6","0","0","0","0","0","6","0"
"liverpool","total","total","12","0","0","0","0","0","12","0"
"shrewsbury town","1954-55","third division south","45","1","1","0","0","0","46","1"
"shrewsbury town","1955-56","third division south","46","0","4","0","0","0","50","0"
"shrewsbury town","1956-57","third division south","43","0","1","0","0","0","44","0"
"shrewsbury town","1957-58","third division south","43","0","1","0","0","0","44","0"
"shrewsbury town","1958-59","fourth division","46","0","5","0","0","0","51","0"
"shrewsbury town","1959-60","third division","14","0","0","0","0","0","14","0"
"shrewsbury town","total","total","237","1","12","0","0","0","249","1"
"port vale","1961-62","third division","14","0","0","0","0","0","14","0"
"crewe alexandra","1961-62","fourth division","19","0","0","0","1","0","20","0"
"crewe alexandra","1962-63","fourth division","7","0","0","0","0","0","7","0"
"crewe alexandra","total","total","26","0","0","0","1","0","27","0"
"career total","career total","career total","276","1","12","0","1","0","289","1"
