"","liquor stores","planned cannabis retailers","population-weighted average distance","population-weighted average distance"
"","liquor stores","planned cannabis retailers","liquor","cannabis"
"","number","number","kilometres","kilometres"
"canada","2,895","288","5",".."
"newfoundland and labrador","32","28","26","24"
"prince edward island","16","4","6","11"
"nova scotia","116","12","5","17"
"new brunswick","53","20","8","15"
"quebec","421","13","5","46"
"ontario","739","0","3",".."
"manitoba","75","24","14","42"
"saskatchewan","116","50","11","20"
"alberta","874","105","3","36"
"british columbia","437","31","3","31"
"yukon","7","1","18","72"
"northwest territories","8","0","40",".."
"nunavut","1","0","544",".."
