"incident characteristics","sexual assault","sexual assault","sexual assault","physical assault","physical assault","physical assault"
"incident characteristics","women","men","total","women","men","total"
"incident characteristics","percent","percent","percent","percent","percent","percent"
"sex of the offender","","","","","",""
"man","99","52","94","70","92","82"
"woman","f","48","6","28","7","18"
"age group of the offender","","","","","",""
"under 18 years old","8","f","10","16","11","13"
"18 to 24 years","33","f","31","20","18","19"
"25 to 34 years","28","f","27","21","26","23"
"35 to 44 years","8","f","8","14","21","18"
"45 to 54 years","13","f","12","12","13","12"
"55 years and older","10","f","10","14","7","10"
"relationship of the offender to the victim","","","","","",""
"family","f","f","f","11","3","7"
"friend, acquaintance or neighbour","51","62","52","38","29","33"
"stranger","45","34","44","28","63","47"
"other","f","f","f","21","4","12"
"number of offenders","","","","","",""
"one","81","67","79","82","69","75"
"two","f","f","f","f","10","8"
"three or more","f","f","f","f","17","14"
"don't know/refusal","11","f","13","3","f","3"
"location of the incident","","","","","",""
"residence of the victim","7","f","7","29","21","25"
"other private residence","23","f","22","7","9","8"
"commercial or institutional establishment","45","27","43","48","35","41"
"street or other public place","14","f","14","15","32","25"
"other","f","f","f","f","f","2"
"don't know/refusal","9","f","12","f","f","f"
"related to the offender's alcohol or drug use","","","","","",""
"yes","58","32","54","38","61","51"
"no","28","36","29","54","32","41"
"don't know/refusal","14","32","17","8","8","8"
"presence of a weapon","","","","","",""
"yes","f","f","f","28","38","33"
"no","89","68","86","70","60","65"
"don't know/refusal","10","f","13","f","f","f"
"caused physical injury","","","","","",""
"yes","f","f","f","30","23","26"
"no","92","96","93","70","77","74"
