"jurisdiction","2016/2017","2016/2017","2016/2017","2016/2017","2006/2007","2006/2007","2006/2007","2006/2007"
"jurisdiction","male","male","female","female","male","male","female","female"
"jurisdiction","aboriginal","non-aboriginal","aboriginal","non-aboriginal","aboriginal","non-aboriginal","aboriginal","non-aboriginal"
"jurisdiction","percent","percent","percent","percent","percent","percent","percent","percent"
"newfoundland and labrador","26","74","24","76","21","79","20","80"
"prince edward island","3","97","3","97","..","..","..",".."
"nova scotia","9","91","18","82","8","92","8","92"
"new brunswick","9","91","17","83","9","91","17","83"
"quebec","5","95","8","92","3","97","3","97"
"ontario","11","89","18","82","8","92","12","88"
"manitoba","72","28","82","18","62","38","74","26"
"saskatchewan","74","26","85","15","78","22","88","12"
"alberta","39","61","55","45","34","66","51","49"
"british columbia","30","70","47","53","20","80","29","71"
"yukon","65","35","56","44","71","29","77","23"
"northwest territories","88","12","94","6","90","10","96","4"
"nunavut","100","0","100","0","100","0","100","0"
"total-all jurisdictions","28","72","43","57","20","80","28","72"
