"","difference in predicted median earnings","difference in predicted median earnings","difference in predicted median earnings","difference in predicted median earnings","difference in predicted median earnings","difference in predicted median earnings"
"","master's degree relative to bachelor's degree","master's degree relative to bachelor's degree","doctorate relative to master's degree","doctorate relative to master's degree","doctorate relative to bachelor's degree","doctorate relative to bachelor's degree"
"","men","women","men","women","men","women"
"","percent","percent","percent","percent","percent","percent"
"all bhase programs","16.6","14.1","1.4","13.2","18.3","29.1"
"business and related studies","26.9","27.9","15.4","25.7","46.5","60.8"
"public administration","17.8","28.0","f","f","f","f"
"arts","9.6","12.9","-0.5","f","9.0","f"
"humanities","-4.1","12.6","20.3","22.1","15.4","37.5"
"social and behavioural sciences","10.0","18.5","15.3","20.5","26.9","42.7"
"law","0.0","2.9","2.7","12.5","2.7","15.8"
"nursing","1.7","9.6","f","16.6","f","27.7"
"pharmacy and related programs","19.7","17.8","f","-6.6","f","10.0"
"health care, n.e.c","15.3","8.0","f","12.3","f","21.2"
"education and teaching","15.1","11.5","13.4","11.3","30.5","24.2"
"social work and related programs","7.5","9.7","f","32.7","f","45.5"
