"size class and geographic scope","year","year","year","year","year","year"
"size class and geographic scope","t-5","t-4","t-3","t-2","t-1","t"
"size class and geographic scope","percent","percent","percent","percent","percent","percent"
"all medium-sized firms","","","","","",""
"one province or territory","64.2","63.7","62.9","62.2","61.9","62.1"
"two provinces or territories","16.0","15.8","16.0","16.2","16.1","15.9"
"three or more provinces or territories","19.8","20.4","21.0","21.6","22.0","22.0"
"become large","","","","","",""
"one province or territory","40.7","39.1","37.4","35.0","33.7","32.0"
"two provinces or territories","19.1","18.2","18.4","18.1","17.1","17.1"
"three or more provinces or territories","40.2","42.7","44.3","46.9","49.2","50.9"
"become small","","","","","",""
"one province or territory","70.4","69.5","68.6","67.9","67.9","69.6"
"two provinces or territories","15.9","16.2","16.6","17.0","17.1","16.4"
"three or more provinces or territories","13.7","14.3","14.8","15.1","15.0","14.0"
