"year","single","peak positions","peak positions","peak positions","peak positions","peak positions","peak positions","peak positions","peak positions","peak positions","peak positions","peak positions","album"
"year","single","uk","uk indie","aus","aut","bel","fra","ger","ire","ned","swe","swi","album"
"1986","a hundred words","-","15","-","-","-","-","-","-","-","-","-","singles only"
"1986","this means war","-","22","-","-","-","-","-","-","-","-","-","singles only"
"1987","surprise me / forever dancing","-","15","-","-","-","-","-","-","-","-","-","singles only"
"1988","loving feeling","-","-","-","-","-","-","-","-","-","-","-","single only"
"1989","your love takes me higher","91","-","-","-","-","-","-","-","-","-","-","happiness"
"1989","the sun rising","26","-","-","-","-","-","-","28","-","-","-","happiness"
"1990","hello","19","-","94","-","-","-","-","-","-","-","-","happiness"
"1990","your love takes me higher","39","-","148","-","-","-","-","-","-","-","-","happiness"
"1990","time after time","46","-","-","-","-","-","-","-","-","-","-","happiness"
"1990","it's alright now","48","-","150","-","-","-","-","-","-","-","-","blissed out"
"1993","sweet harmony","8","-","147","3","40","16","6","14","21","14","6","conscience"
"1993","you've got me thinking","23","-","200","-","-","-","-","21","-","-","-","conscience"
"1993","outerspace girl","38","-","-","-","-","-","76","-","-","-","-","conscience"
"1993","rock to the rhythm of love","-","-","-","-","-","-","-","-","-","-","-","conscience"
"1996","satellite","19","-","116","-","-","-","-","-","-","-","-","x"
"1996","deliver me","-","-","198","-","-","-","-","-","-","-","-","x"
"1996","ease the pressure","43","-","204","-","-","-","-","-","-","-","-","x"
"1997","the sun rising","31","-","-","-","-","-","-","-","-","-","-","single file"
"2000","with you","-","-","-","-","-","-","-","-","-","-","-","singles only"
"2000","timeslip","-","-","-","-","-","-","-","-","-","-","-","singles only"
"2019",""your love takes me higher (evil mix) / awoke","-","-","-","-","-","-","-","-","-","-","-","single only"
""-" denotes releases that did not chart or were not released",""-" denotes releases that did not chart or were not released",""-" denotes releases that did not chart or were not released",""-" denotes releases that did not chart or were not released",""-" denotes releases that did not chart or were not released",""-" denotes releases that did not chart or were not released",""-" denotes releases that did not chart or were not released",""-" denotes releases that did not chart or were not released",""-" denotes releases that did not chart or were not released",""-" denotes releases that did not chart or were not released",""-" denotes releases that did not chart or were not released",""-" denotes releases that did not chart or were not released",""-" denotes releases that did not chart or were not released",""-" denotes releases that did not chart or were not released"
