"","reasons for hunting, fishing or trapping in the previous 12 months","reasons for hunting, fishing or trapping in the previous 12 months","reasons for hunting, fishing or trapping in the previous 12 months","reasons for hunting, fishing or trapping in the previous 12 months","reasons for hunting, fishing or trapping in the previous 12 months","reasons for hunting, fishing or trapping in the previous 12 months","reasons for gathering wild plants or berries in the previous 12 months","reasons for gathering wild plants or berries in the previous 12 months","reasons for gathering wild plants or berries in the previous 12 months","reasons for gathering wild plants or berries in the previous 12 months","reasons for gathering wild plants or berries in the previous 12 months","reasons for gathering wild plants or berries in the previous 12 months"
"","for pleasure or leisure","own use/family's use","to share with others in the community","for cultural reasons","for money or to supplement income","for some other reason","for pleasure or leisure","own use/family's use","to share with others in the community","for cultural reasons","for money or to supplement income","for some other reason"
"","percent","percent","percent","percent","percent","percent","percent","percent","percent","percent","percent","percent"
"sex","","","","","","","","","","","",""
"males","62","92","61","54","14","4","63","95","49","49","5","5"
"females","70","90","56","54","6","3","73","93","49","49","4","3"
"age group","","","","","","","","","","","",""
"15 to 24 years","69","89","59","55","9","3","72","89","47","48","4","f"
"25 to 54 years","65","92","59","53","11","4","69","95","49","49","5","5"
"55 years or older","64","92","59","54","10","4","65","96","53","48","5","3"
"labour force status","","","","","","","","","","","",""
"employed","68","91","59","55","8","3","70","94","51","51","3","5"
"unemployed","68","93","60","54","13","f","70","96","50","48","4","f"
"out of the labour force","62","92","58","52","13","3","67","92","46","46","7","f"
"place of residence","","","","","","","","","","","",""
"urban","79","84","45","45","2","5","79","95","54","44","f","12"
"rural","74","95","33","34","f","f","77","97","45","34","f","f"
"inuit nunangat","63","92","63","57","12","2","67","93","49","51","5","2"
