"jurisdiction","custody","custody","custody","custody","custody","custody","total custody","total custody","total community","total community","total correctional services","total correctional services"
"jurisdiction","pre-trial detention","pre-trial detention","secure custody","secure custody","open custody","open custody","total custody","total custody","total community","total community","total correctional services","total correctional services"
"jurisdiction","number","percent female","number","percent female","number","percent female","number","percent female","number","percent female","number","percent female"
"newfoundland and labrador","61","30","13","8","9","33","83","27","173","22","256","23"
"prince edward island","22","23","12","8","25","20","70","17","212","31","282","28"
"new brunswick","258","24","49","24","59","24","408","26","457","18","865","22"
"ontario","3,234","20","264","14","274","16","3,772","20","3,867","19","7,639","19"
"manitoba","1,989","30","173","12","158","27","2,527","29","1,859","27","4,386","28"
"british columbia","742","31","65","29","171","29","1,047","30","3,049","25","4,096","26"
"yukon","37","43","2","0","10","40","54","43","37","30","91","37"
"northwest territories","14","0","5","80","3","0","25","24","50","24","75","24"
"nunavut","8","13","6","17","9","11","23","13","31","19","54","17"
"total","6,365","25","589","16","718","23","8,009","24","9,735","23","17,744","23"
