"type of drug","single charge","single charge","multiple charge","multiple charge","total","total"
"type of drug","number","percent","number","percent","number","percent"
"adult criminal court","adult criminal court","adult criminal court","adult criminal court","adult criminal court","adult criminal court","adult criminal court"
"cannabis","35,884","48.0","38,922","52.0","74,806","100.0"
"other drugs","14,064","22.5","48,312","77.5","62,376","100.0"
"cocaine","9,500","23.8","30,479","76.2","39,979","100.0"
"heroin","379","16.0","1,993","84.0","2,372","100.0"
"methamphetamines","429","16.6","2,161","83.4","2,590","100.0"
"ecstasy","324","23.8","1,036","76.2","1,360","100.0"
"other cdsa","3,432","21.3","12,643","78.7","16,075","100.0"
"total completed cases","49,948","36.4","87,234","63.6","137,182","100.0"
"youth court","youth court","youth court","youth court","youth court","youth court","youth court"
"cannabis","7,956","47.6","8,766","52.4","16,722","100.0"
"other drugs","1,174","23.5","3,832","76.5","5,006","100.0"
"cocaine","307","15.4","1,687","84.6","1,994","100.0"
"heroin","8","14.8","46","85.2","54","100.0"
"methamphetamines","78","22.2","273","77.8","351","100.0"
"ecstasy","124","31.2","274","68.8","398","100.0"
"other cdsa","657","29.7","1,552","70.3","2,209","100.0"
"total completed cases","9,130","42.0","12,598","58.0","21,728","100.0"
