"violation","2012","2012","2013","2013","percent change in rate 2012 to 2013","percent change in rate 2003 to 2013"
"violation","number","rate","number","rate","percent change in rate 2012 to 2013","percent change in rate 2003 to 2013"
"cannabis violations","cannabis violations","cannabis violations","cannabis violations","cannabis violations","cannabis violations","cannabis violations"
"possession","57,895","167","58,965","168","0.7","28.5"
"trafficking","9,773","28","9,110","26","-7.9","-22.1"
"import/export","446","1","406","1","-10.0","-45.5"
"production","5,480","16","4,792","14","-13.6","-49.9"
"total cannabis violations","73,594","212","73,273","208","-1.6","7.9"
"cocaine violations","cocaine violations","cocaine violations","cocaine violations","cocaine violations","cocaine violations","cocaine violations"
"possession","7,885","23","7,696","22","-3.5","7.6"
"trafficking","10,358","30","9,480","27","-9.5","15.3"
"import/export","301","1","257","1","-15.6","-40.5"
"production","9","0","12","0","31.8","-24.4"
"total cocaine violations","18,553","53","17,445","50","-7.1","10.4"
"heroin violations","heroin violations","heroin violations","heroin violations","heroin violations","heroin violations","heroin violations"
"possession","779","2","915","3","16.1","142.9"
"trafficking","589","2","569","2","-4.5","105.6"
"import/export","75","0","57","0","-24.9","-25.7"
"production","0","0","0","0","..","-100.0"
"total heroin violations","1,443","4","1,541","4","5.6","111.1"
"methamphetamine (crystal meth) violations","methamphetamine (crystal meth) violations","methamphetamine (crystal meth) violations","methamphetamine (crystal meth) violations","methamphetamine (crystal meth) violations","methamphetamine (crystal meth) violations","methamphetamine (crystal meth) violations"
"possession","2,613","8","3,345","10","26.5","544.2"
"trafficking","1,046","3","1,187","3","12.2","690.4"
"import/export","12","0","32","0","163.6","332.3"
"production","62","0","57","0","-9.1","183.7"
"total methamphetamines violations","3,733","11","4,621","13","22.4","563.1"
"methylenedioxyamphetamine (ecstasy) violations","methylenedioxyamphetamine (ecstasy) violations","methylenedioxyamphetamine (ecstasy) violations","methylenedioxyamphetamine (ecstasy) violations","methylenedioxyamphetamine (ecstasy) violations","methylenedioxyamphetamine (ecstasy) violations","methylenedioxyamphetamine (ecstasy) violations"
"possession","348","1","281","1","-20.2","-1.2"
"trafficking","163","0","136","0","-17.5","-0.3"
"import/export","9","0","17","0","86.7","100.9"
"production","6","0","8","0","31.8","-24.4"
"total methylenedioxyamphetamine violations","526","2","442","1","-16.9","0.5"
"other cdsa substances","other cdsa substances","other cdsa substances","other cdsa substances","other cdsa substances","other cdsa substances","other cdsa substances"
"possession","6,821","20","6,542","19","-5.2","13.0"
"trafficking","4,609","13","4,391","12","-5.8","28.9"
"import/export","642","2","627","2","-3.5","-77.9"
"production","142","0","139","0","-3.2","205.7"
"total other cdsa substance violations","12,214","35","11,699","33","-5.3","-2.7"
"precursor or equipment","30","0","36","0","18.6",".."
"total drug violations","total drug violations","total drug violations","total drug violations","total drug violations","total drug violations","total drug violations"
"possession","76,341","220","77,744","221","0.7","31.3"
"trafficking","26,538","76","24,873","71","-7.4","5.4"
"import/export","1,485","4","1,396","4","-7.1","-65.8"
"production","5,699","16","5,008","14","-13.1","-47.6"
"precursor or equipment","30","0","36","0","18.6",".."
"total","110,093","317","109,057","310","-2.1","13.1"
