"","agricultural region 1","agricultural region 1","agricultural region 3","agricultural region 3","agricultural region 4","agricultural region 4"
"","french-language workers","english-language workers","french-language workers","english-language workers","french-language workers","english-language workers"
"","percent","percent","percent","percent","percent","percent"
"sex","","","","","",""
"female","35.3","28.0","41.8","30.6","35.9","26.6"
"male","64.7","72.0","58.2","69.4","64.1","73.4"
"marital status","","","","","",""
"single","18.7","24.8","26.9","26.1","25.6","32.8"
"married","51.3","53.9","47.8","56.7","54.4","57.8"
"common-law","17.1","10.9","22.4","6.4","11.8","7.8"
"separated, divorced, or widowed","12.8","10.6","0.0","10.8","7.7","0.0"
