"","literacy","literacy","literacy","numeracy","numeracy","numeracy"
"","model 1","model 2","model 3","model 1","model 2","model 3"
"","predicted probability","predicted probability","predicted probability","predicted probability","predicted probability","predicted probability"
"higher skill level","","","","","",""
"off-reserve first nations","0.708","0.707","0.752","0.750","0.744","0.767"
"metis","0.857","0.860","0.869","0.863","0.864","0.861"
"non-aboriginal","0.907","0.902","0.912","0.921","0.915","0.921"
"lower skill level","","","","","",""
"off-reserve first nations","0.563","0.630","0.699","0.572","0.626","0.697"
"metis","0.718","0.769","0.800","0.735","0.775","0.813"
"non-aboriginal","0.805","0.836","0.867","0.805","0.831","0.864"
