"province","farm operators","farm operators","farm operators","farm operators"
"province","immigrated between 2011 and 2016","immigrated between 2011 and 2016","other immigrants","non-immigrants"
"province","china","united states","other immigrants","non-immigrants"
"province","percent","percent","percent","percent"
"newfoundland and labrador","0.0","0.0","0","0.2"
"prince edward island","0.0","10.7","0.6","0.7"
"nova scotia","0.0","0.0","1.7","1.7"
"new brunswick","8.9","0.0","0.9","1.1"
"quebec","0.0","4.5","6.6","16.3"
"ontario","58.7","13.1","34.6","25.2"
"manitoba","0.0","4.6","6.7","7.4"
"saskatchewan","8.2","11.2","4.0","17.9"
"alberta","0.0","17.0","18.1","21.4"
"british columbia","24.3","39.0","26.8","8.1"
