"location of behaviour","unwanted sexualized behaviours","unwanted sexualized behaviours","unwanted sexualized behaviours","discriminatory behaviours","discriminatory behaviours","discriminatory behaviours"
"location of behaviour","percent","95% confidence interval","95% confidence interval","percent","95% confidence interval","95% confidence interval"
"location of behaviour","percent","from","to","percent","from","to"
"on campus","93","89","96","86","79","91"
"learning environment","20","15","26","37","28","47"
"non-residential building","54","47","60","57","47","66"
"on campus residence, excluding fraternities and sororities","78","72","83","54","43","64"
"other on-campus location","23","17","29","21","14","31"
"off campus","44","37","51","27","19","36"
"another postsecondary school in canada","f","..","..","f","..",".."
"at an internship, job placement, etc. practicum or volunteer assignment","f","..","..","f","..",".."
"off campus residence, excluding fraternities and sororities","26","18","35","f","..",".."
"fraternity or sorority house off campus","f","..","..","f","..",".."
"restaurant or bar","84","75","89","f","..",".."
"travelling to or from school","20","13","29","f","..",".."
"other off-campus location","33","25","43","f","..",".."
"online","21","16","27","f","..",".."
"school online environment","f","..","..","f","..",".."
"by email, instant message, text message","40","27","55","f","..",".."
"on social media","85","72","92","f","..",".."
"online dating app or website","f","..","..","f","..",".."
"during a phone call or video chat","f","..","..","f","..",".."
"other online location","f","..","..","f","..",".."
