"province or territory","male homicide victims","male homicide victims","male homicide victims","male homicide victims","female homicide victims","female homicide victims","female homicide victims","female homicide victims","total homicide victims","total homicide victims","total homicide victims","total homicide victims"
"province or territory","aboriginal","aboriginal","non-aboriginal","non-aboriginal","aboriginal","aboriginal","non-aboriginal","non-aboriginal","aboriginal","aboriginal","non-aboriginal","non-aboriginal"
"province or territory","number","rate","number","rate","number","rate","number","rate","number","rate","number","rate"
"newfoundland and labrador","1","5.08","4","1.69","0","0.00","2","0.82","1","2.54","6","1.25"
"prince edward island","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"nova scotia","1","5.07","8","1.81","0","0.00","2","0.44","1","2.48","10","1.11"
"new brunswick","0","0.00","9","2.52","0","0.00","2","0.55","0","0.00","11","1.52"
"quebec","4","4.24","45","1.12","0","0.00","16","0.39","4","2.13","61","0.75"
"ontario","17","8.93","132","1.98","1","0.50","51","0.74","18","4.61","183","1.35"
"manitoba","21","18.51","12","2.26","6","5.12","3","0.56","27","11.71","15","1.41"
"saskatchewan","29","31.03","13","2.78","7","7.20","5","1.09","36","18.88","18","1.94"
"alberta","21","14.91","66","3.31","10","7.09","19","0.97","31","10.99","85","2.16"
"british columbia","15","10.98","50","2.27","3","2.14","19","0.85","18","6.50","69","1.55"
"yukon","2","46.57","2","12.88","0","0.00","0","0.00","2","22.35","2","6.68"
"northwest territories","2","16.94","0","0.00","1","8.44","0","0.00","3","12.68","0","0.00"
"nunavut","0","0.00","0","0.00","1","6.21","0","0.00","1","3.06","0","0.00"
"canada","113","13.20","341","2.00","29","3.30","119","0.69","142","8.19","460","1.34"
