"living arrangement","women","women","women","men","men","men"
"living arrangement","number","distribution","growth 2006 to 2011","number","distribution","growth 2006 to 2011"
"living arrangement","thousands","percent","percent","thousands","percent","percent"
"all living arrangements","13,976.5","100.0","6.6","13,293.3","100.0","7.2"
"in a couple","7,856.0","56.2","5.0","7,867.7","59.2","5.1"
"with married spouse","6,291.9","45.0","3.1","6,296.0","47.4","3.1"
"with common-law partner","1,564.2","11.2","13.9","1,571.7","11.8","13.9"
"lone parents","1,200.3","8.6","6.0","327.5","2.5","16.2"
"as children","1,987.3","14.2","6.2","2,443.8","18.4","4.1"
"with relatives","403.5","2.9","11.9","285.4","2.1","16.3"
"with non-relatives only","535.1","3.8","24.9","689.9","5.2","25.1"
"alone","1,994.3","14.3","8.1","1,679.1","12.6","13.3"
