"club","season","league","league","league","fa cup","fa cup","league cup","league cup","other","other","total","total"
"club","season","division","apps","goals","apps","goals","apps","goals","apps","goals","apps","goals"
"rochdale","2009-10","league two","0","0","0","0","1","0","0","0","1","0"
"rochdale","2010-11","league one","0","0","0","0","0","0","0","0","0","0"
"rochdale","total","total","0","0","0","0","1","0","0","0","1","0"
"hyde","2011-12","conference north","21","0","0","0","-","-","2","0","23","0"
"hyde","2012-13","conference premier","40","1","1","0","-","-","2","0","43","1"
"hyde","2013-14","conference premier","31","2","1","0","-","-","0","0","32","2"
"hyde","2014-15","conference north","22","4","0","0","-","-","2","0","24","4"
"hyde","total","total","114","7","2","0","-","-","6","0","122","7"
"ossett town","2011-12","npl division one north","1","0","0","0","-","-","0","0","1","0"
"a.f.c. telford","2015-16","national league north","0","0","0","0","-","-","0","0","0","0"
"glossop north end","2015-16","npl division one north","17","1","0","0","-","-","3","1","20","2"
"career total","career total","career total","132","8","2","0","1","0","9","1","144","9"
