"","19 to 49 years","19 to 49 years","19 to 49 years","50 to 69 years","50 to 69 years","50 to 69 years","70 years and older","70 years and older","70 years and older"
"","linked cctlp tumour cohort","tumours with one or more surgical intervention","tumours with one or more surgical intervention","linked cctlp tumour cohort","tumours with one or more surgical intervention","tumours with one or more surgical intervention","linked cctlp tumour cohort","tumours with one or more surgical intervention","tumours with one or more surgical intervention"
"","number","number","percent","number","number","percent","number","number","percent"
"canada","6,070","5,745","94.7","5,120","4,775","93.3","1,360","1,170","86.1"
"newfoundland and labrador","125","125","100.0","145","145","98.6","45","40","93.3"
"prince edward island","10","10","100.0","15","10","80.0","5","5","100.0"
"nova scotia","140","135","96.4","160","160","98.8","55","50","92.9"
"new brunswick","140","145","100.0","215","215","98.6","50","45","81.1"
"ontario","4,095","3,855","94.1","3,380","3,115","92.2","830","715","86.5"
"manitoba","185","170","90.9","145","140","94.6","45","40","84.4"
"saskatchewan","135","135","98.5","105","100","96.2","35","30","80.0"
"alberta","720","695","96.7","495","470","94.5","125","105","85.5"
"british columbia","505","470","93.5","450","420","92.9","165","140","83.1"
"yukon","x","x","0.0","x","x","100.0","x","x","100.0"
"northwest territories","x","x","0.0","x","x","100.0","0","0","0.0"
"nunavut","x","x","0.0","x","x","100.0","x","x","0.0"
