"","owned by","owned by","owned by","owned by","owned by","total"
"","immigrants","immigrants","immigrants","immigrants","canadian-born","total"
"","less than 10 years in canada","10 to 19 years in canada","20 years or more in canada","total","canadian-born","total"
"","percent","percent","percent","percent","percent","percent"
"credit from financial institution","20.1","36.1","38.1","36.5","45.0","43.0"
"personal financing","84.8","84.4","82.8","83.2","81.7","82.0"
"retained earnings","17.2","13.5","15.8","15.5","12.5","13.2"
"trade credit from suppliers","11.4","14.2","17.8","16.7","19.5","18.8"
"leasing","7.6","13.0","13.5","13.0","12.5","12.6"
"government grants or lending","3.6","2.9","4.5","4.1","6.0","5.6"
"friends or relatives","20.0","18.0","17.4","17.7","15.5","16.0"
"angel investors or venture capital providers","7.4","2.1","2.8","3.0","2.8","2.9"
