"","difference in predicted median earnings","difference in predicted median earnings","difference in predicted median earnings","difference in predicted median earnings","difference in predicted median earnings","difference in predicted median earnings"
"","master's degree relative to bachelor's degree","master's degree relative to bachelor's degree","doctorate relative to master's degree","doctorate relative to master's degree","doctorate relative to bachelor's degree","doctorate relative to bachelor's degree"
"","men","women","men","women","men","women"
"","percent","percent","percent","percent","percent","percent"
"all stem programs","1.3","5.8","7.0","4.4","8.4","10.5"
"physical and chemical sciences","1.9","7.5","12.0","5.4","14.2","13.3"
"biological sciences","4.1","7.8","14.5","9.9","19.2","18.4"
"general and integrated sciences","2.0","9.4","f","f","f","f"
"engineering","0.7","0.4","7.0","1.3","7.8","1.8"
"mathematics and related studies","7.5","4.6","5.7","f","13.6","f"
"computer and information science","6.4","0.1","13.8","13.2","21.1","13.3"
