"","all new immigrants","all new immigrants","all new immigrants","principal applicants in the economic class","principal applicants in the economic class","principal applicants in the economic class"
"","model 1","model 2","model 3","model 1","model 2","model 3"
"","2011 constant dollars","2011 constant dollars","2011 constant dollars","2011 constant dollars","2011 constant dollars","2011 constant dollars"
"men","","","","","",""
"total change","0","0","0","700","700","700"
"changes caused by changes in characteristics","800","2,100","5,000","3,000","3,900","8,900"
"","proportion","proportion","proportion","proportion","proportion","proportion"
"contributing factors","","","","","",""
"age at landing","..","0.01","-0.01","..","0.03","0.01"
"immigration class","1.00","0.59","-0.05","1.00","0.94","-0.02"
"educational attainment at landing","..","0.00","-0.01","..","-0.17","-0.06"
"source region","..","0.66","0.23","..","0.60","0.21"
"language","..","0.02","0.03","..","-0.16","0.01"
"geographic distribution","..","-0.08","0.02","..","-0.22","-0.01"
"regional unemployment rate","..","-0.19","-0.14","..","-0.02","-0.07"
"pre-landing canadian work experience","..","..","0.92","..","..","0.94"
"","2011 constant dollars","2011 constant dollars","2011 constant dollars","2011 constant dollars","2011 constant dollars","2011 constant dollars"
"women","","","","","",""
"total change","1,700","1,700","1,700","-1,100","-1,100","-1,100"
"changes caused by changes in characteristics","1,900","2,800","4,300","1,400","1,000","3,800"
"","proportion","proportion","proportion","proportion","proportion","proportion"
"contributing factors","","","","","",""
"age at landing","..","0.00","-0.01","..","-0.07","-0.02"
"immigration class","1.00","0.54","0.08","1.00","1.53","-0.17"
"educational attainment at landing","..","0.25","0.13","..","0.58","0.12"
"source region","..","0.20","0.14","..","0.02","0.19"
"language","..","0.13","0.07","..","-0.49","-0.07"
"geographic distribution","..","-0.05","-0.01","..","-0.40","-0.01"
"regional unemployment rate","..","-0.07","-0.06","..","-0.19","-0.10"
"pre-landing canadian work experience","..","..","0.66","..","..","1.06"
