"province and territory","hirings","hirings","hirings","departures","departures","departures","net gain or loss: hirings and departures","police officers eligible to retire"
"province and territory","total","experienced police officers","recruit","total","retirements","other","net gain or loss: hirings and departures","police officers eligible to retire"
"province and territory","number","percent","percent","number","percent","percent","number","percent"
"newfoundland and labrador","69","59","41","34","53","47","35","15"
"prince edward island","7","100","0","13","38","62","-6","17"
"nova scotia","62","100","0","73","58","42","-11","15"
"new brunswick","70","97","3","72","49","51","-2","17"
"quebec","893","45","55","787","65","35","106","13"
"ontario","1,340","24","76","1,202","68","32","138","8"
"manitoba","126","79","21","88","67","33","38","9"
"saskatchewan","162","91","9","82","40","60","80","9"
"alberta","382","67","33","271","42","58","111","6"
"british columbia","498","79","21","379","52","48","119","12"
"yukon","0","..","..","2","50","50","-2","18"
"northwest territories","11","100","0","5","60","40","6","12"
"nunavut","4","100","0","7","43","57","-3","10"
"provincial and territorial total","3,624","50","50","3015","61","39","609","10"
"royal canadian mounted police operation and corporate headquarters, training academy depot division and forensic labs","1","100","0","61","54","46","-60","41"
"canada","3,625","50","50","3,076","61","39","549","11"
