"2006","2011","2011","2011","2011"
"2006","wage employees","self-employed, incorporated","self-employed, unincorporated","not in paid work"
"2006","percent","percent","percent","percent"
"panel a: all women","","","",""
"wage employees","87.9","1.1","3.2","7.8"
"self-employed, incorporated","46.0","33.2","12.3","8.4"
"self-employed, unincorporated","46.1","6.9","38.7","8.3"
"panel b: new mothers","","","",""
"wage employees","82.7","1.1","4.0","12.2"
"self-employed, incorporated","48.4","36.6","9.7","5.3"
"self-employed, unincorporated","39.8","9.3","40.1","10.8"
"panel c: other women","","","",""
"wage employees","88.9","1.1","3.0","6.9"
"self-employed, incorporated","45.7","32.8","12.7","8.8"
"self-employed, unincorporated","46.7","6.7","38.5","8.1"
