"club","season","league","league","league","fa cup","fa cup","total","total"
"club","season","division","apps","goals","apps","goals","apps","goals"
"stoke","1905-06","first division","5","1","0","0","5","1"
"stoke","1906-07","first division","4","0","0","0","4","0"
"stoke","1907-08","second division","4","0","1","0","5","0"
"oldham athletic","1908-09","second division","25","4","1","0","26","4"
"stoke","1909-10","birmingham & district league / southern league division two","42","36","6","1","48","37"
"stoke","1910-11","birmingham & district league / southern league division two","44","10","3","1","47","11"
"stoke","1911-12","southern league division one","11","2","1","0","12","2"
"career total","career total","career total","135","53","12","2","147","55"
