"year","single","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","certifications","b-side from same album as a-side except where indicated","album"
"year","single","us","us ac","can","can ac","aus","nl","nz","uk","certifications","b-side from same album as a-side except where indicated","album"
"1972","a horse with no name","1","3","1","none","2","12","-","3","us: gold",""everyone i meet is from california" (us) (from encore: more greatest hits) "sandman"","america"
"1972","i need you","9","7","none","none","81","-","18","-","none","riverside","america"
"1972","ventura highway","8","3","5","none","28","-","12","43","none","saturn nights","homecoming"
"1973","don't cross the river","35","23","none","none","94","-","-","-","none","to each his own","homecoming"
"1973","only in your heart","62","-","none","none","-","-","-","-","none","moon song","homecoming"
"1973","muskrat love","67","11","none","none","-","-","-","-","none","cornwall blank","hat trick"
"1973","rainbow song","102","-","none","none","-","-","-","-","none","willow tree lullaby","hat trick"
"1974","green monkey","-","-","none","none","-","-","-","-","none","she's gonna let you down","hat trick"
"1974","tin man","4","1","7","5","46","-","-","-","none","in the country","holiday"
"1974","lonely people","5","1","16","none","43","-","-","-","none","mad dog","holiday"
"1975","simple life","-","-","none","none","-","-","-","-","none","lonely people","non-album track"
"1975","sister golden hair","1","5","11","none","28","-","26","-","none","midnight","hearts"
"1975","daisy jane","20","4","16","2","-","-","-","-","none","tomorrow","hearts"
"1975","woman tonight","44","41","none","none","-","-","-","-","none","bell tree","hearts"
"1976","today's the day","23","1","none","none","55","-","-","-","none","hideaway part ii","hideaway"
"1976","amber cascades","75","17","none","none","-","-","-","-","none","who loves you","hideaway"
"1976","she's a liar","-","-","none","none","-","-","-","-","none","she's beside you","hideaway"
"1976","jet boy blue","-","-","none","none","-","-","-","-","none","watership down","hideaway"
"1977","god of the sun","-","-","none","none","-","-","-","-","none","down to the water","harbor"
"1977","don't cry baby","-","-","none","none","-","-","-","-","none","monster","harbor"
"1977","slow down","-","-","none","none","-","-","-","-","none","sarah","harbor"
"1979","california dreamin'","56","-","none","none","-","-","-","-","none",""see it my way" by fdr","california dreaming"
"1979","only game in town","107","-","none","none","-","-","-","-","none","high in the city","silent letter"
"1979","all my life","-","48","none","none","-","-","-","-","none","one morning","silent letter"
"1979","all around","93","45","none","none","-","-","-","-","none","1960","silent letter"
""-" denotes releases that did not chart. us charts are billboard unless otherwise noted",""-" denotes releases that did not chart. us charts are billboard unless otherwise noted",""-" denotes releases that did not chart. us charts are billboard unless otherwise noted",""-" denotes releases that did not chart. us charts are billboard unless otherwise noted",""-" denotes releases that did not chart. us charts are billboard unless otherwise noted",""-" denotes releases that did not chart. us charts are billboard unless otherwise noted",""-" denotes releases that did not chart. us charts are billboard unless otherwise noted",""-" denotes releases that did not chart. us charts are billboard unless otherwise noted",""-" denotes releases that did not chart. us charts are billboard unless otherwise noted",""-" denotes releases that did not chart. us charts are billboard unless otherwise noted",""-" denotes releases that did not chart. us charts are billboard unless otherwise noted",""-" denotes releases that did not chart. us charts are billboard unless otherwise noted",""-" denotes releases that did not chart. us charts are billboard unless otherwise noted"
