"year","album details","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","certifications"
"year","album details","us 200","aut","bel","can","den","fra","ger","nld","nor","uk","certifications"
"1998","rufus wainwright released: may 19, 1998 label: dreamworks formats: cd, lp","-","-","-","-","-","-","-","-","-","171","bpi: silver"
"2001","poses released: june 5, 2001 label: dreamworks format: cd","117","-","-","-","-","-","-","-","-","132","bpi: silver mc: gold"
"2003","want one released: september 23, 2003 label: dreamworks formats: cd, lp","60","-","-","-","-","130","-","77","-","88","bpi: gold"
"2004","want two released: november 16, 2004 label: geffen formats: cd, lp","103","-","69","-","-","160","-","68","-","21","bpi: silver"
"2007","release the stars released: may 15, 2007 label: geffen format: cd","23","72","22","7","8","53","45","27","4","2","mc: gold bpi: gold"
"2010","all days are nights: songs for lulu released: march 23, 2010 label: decca formats: cd, lp","75","75","52","4","31","160","-","38","27","21","none"
"2012","out of the game released: april 20, 2012 label: decca format: cd, lp","35","32","26","11","5","-","22","12","29","5","none"
"2015","prima donna released: september 21, 2015 label: deutsche grammophon formats: cd, lp","-","-","-","-","-","-","-","-","-","-","none"
"2016","take all my loves: 9 shakespeare sonnets released: april 22, 2016 label: deutsche grammophon formats: cd","-","-","89","-","-","-","-","53","-","-","none"
""-" denotes releases that did not chart",""-" denotes releases that did not chart",""-" denotes releases that did not chart",""-" denotes releases that did not chart",""-" denotes releases that did not chart",""-" denotes releases that did not chart",""-" denotes releases that did not chart",""-" denotes releases that did not chart",""-" denotes releases that did not chart",""-" denotes releases that did not chart",""-" denotes releases that did not chart",""-" denotes releases that did not chart",""-" denotes releases that did not chart"
