"year","single","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","certifications","album"
"year","single","us","us ac","uk","aus","can","can ac","ned","nz","swi","certifications","album"
"1990","hold on","1","1","6","2","3","1","16","6","15","us: gold","wilson phillips"
"1990","release me","1","1","36","57","1","1","14","18","-","us: gold","wilson phillips"
"1990","impulsive","4","2","42","-","1","1","31","28","30","none","wilson phillips"
"1991","you're in love","1","1","29","-","3","1","32","-","-","none","wilson phillips"
"1991","the dream is still alive","12","4","-","-","11","4","-","-","-","none","wilson phillips"
"1991","daniel","-","7","-","-","26","7","-","-","-","none","two rooms"
"1992","you won't see me cry","20","4","18","31","1","3","61","46","11","none","shadows and light"
"1992","give it up","30","12","36","-","16","11","-","-","-","none","shadows and light"
"1992","flesh and blood","115","17","-","-","33","12","51","-","-","none","shadows and light"
"2004","go your own way","-","13","-","-","-","-","-","-","-","none","california"
"2004","already gone","-","-","-","-","-","-","-","-","-","none","california"
"2004","get together","-","-","-","-","-","-","-","-","-","none","california"
"2012","good vibrations","-","25","-","-","-","-","-","-","-","none","dedicated"
""-" denotes releases that did not chart",""-" denotes releases that did not chart",""-" denotes releases that did not chart",""-" denotes releases that did not chart",""-" denotes releases that did not chart",""-" denotes releases that did not chart",""-" denotes releases that did not chart",""-" denotes releases that did not chart",""-" denotes releases that did not chart",""-" denotes releases that did not chart",""-" denotes releases that did not chart",""-" denotes releases that did not chart",""-" denotes releases that did not chart"
