"","english","english","english","english","french","french","french","french","other language","other language","other language","other language"
"","inclusion","distribution","difference","variation","inclusion","distribution","difference","variation","inclusion","distribution","difference","variation"
"","number","number","number","percentage","number","number","number","percentage","number","number","number","percentage"
"canada","20,193,330","19,821,440","371,890","-1.8","7,452,075","7,303,740","148,335","-2.0","7,974,375","7,642,070","332,305","-4.2"
"newfoundland and labrador","501,345","500,523","822","-0.2","3,015","2,678","337","-11.2","13,025","12,468","557","-4.3"
"prince edward island","128,970","128,484","486","-0.4","5,395","5,124","271","-5.0","7,665","7,407","258","-3.4"
"nova scotia","838,055","834,103","3,953","-0.5","33,350","31,375","1,975","-5.9","49,165","46,823","2,343","-4.8"
"new brunswick","481,690","477,183","4,507","-0.9","238,865","234,961","3,904","-1.6","25,165","24,136","1,029","-4.1"
"quebec","718,985","657,078","61,907","-8.6","6,377,080","6,295,378","81,702","-1.3","1,173,340","1,114,093","59,247","-5.0"
"ontario","9,255,660","9,077,155","178,505","-1.9","568,335","527,690","40,645","-7.2","3,865,780","3,708,015","157,765","-4.1"
"manitoba","931,415","915,931","15,484","-1.7","46,055","43,208","2,847","-6.2","316,125","302,476","13,649","-4.3"
"saskatchewan","910,860","901,691","9,169","-1.0","17,740","16,373","1,367","-7.7","173,475","165,171","8,304","-4.8"
"alberta","3,080,870","3,035,904","44,966","-1.5","86,695","79,149","7,546","-8.7","952,785","911,592","41,193","-4.3"
"british columbia","3,271,430","3,220,418","51,013","-1.6","71,705","64,213","7,493","-10.4","1,360,820","1,313,790","47,030","-3.5"
"yukon","29,760","29,430","330","-1.1","1,815","1,688","128","-7.0","4,670","4,438","233","-5.0"
"northwest territories","32,550","32,156","394","-1.2","1,365","1,268","97","-7.1","8,300","7,961","339","-4.1"
"nunavut","11,735","11,376","359","-3.1","640","616","24","-3.8","24,050","23,693","357","-1.5"
