"province and territory","hirings","hirings","hirings","departures","departures","departures","net gain or loss: hirings and departures","police officers eligible to retire"
"province and territory","total","experienced police officers","recruit graduates","total","retirements","other","net gain or loss: hirings and departures","police officers eligible to retire"
"province and territory","number","percent","percent","number","percent","percent","number","percent"
"newfoundland and labrador","28","0","100","35","86","14","-7","23"
"prince edward island","13","46","54","11","27","73","2","17"
"nova scotia","69","22","78","61","79","21","8","14"
"new brunswick","43","5","95","60","48","52","-17","16"
"quebec","521","34","66","595","82","18","-74","13"
"ontario","773","10","90","874","73","27","-101","7"
"manitoba","64","25","75","94","62","38","-30","19"
"saskatchewan","112","13","87","96","44","56","16","8"
"alberta","457","30","70","307","52","48","150","7"
"british columbia","314","11","89","255","68","32","59","12"
"yukon","0","..","..","2","100","0","-2","15"
"northwest territories","1","0","100","6","83","17","-5","9"
"nunavut","0","..","..","0","..","..","0","13"
"provincial and territorial total","2,395","20","80","2,396","70","30","-1","10"
"royal canadian mounted police headquarters and training academy","0","..","..","100","69","31","-100","48"
"canada","2,395","20","80","2,496","70","30","-101","11"
