"club","division","season","league","league","cup","cup","league cup","league cup","other","other","total","total"
"club","division","season","apps","goals","apps","goals","apps","goals","apps","goals","apps","goals"
"fitzroy united alexander","victorian state league","1973","19","7","5","3","none","none","none","none","24","10"
"fitzroy united alexander","victorian state league","1974","18","8","2","1","3","1","5","0","28","10"
"fitzroy united alexander","victorian state league","1975","18","8","?","?","none","none","none","none","18","8"
"fitzroy united alexander","victorian state league","1976","19","8","?","?","none","none","none","none","19","8"
"fitzroy united alexander","victorian state league","total","74","31","7","4","3","1","5","0","89","36"
"south melbourne hellas","national soccer league","1977","24","5","1","0","none","none","none","none","25","5"
"south melbourne hellas","national soccer league","total","24","5","1","0","0","0","0","0","25","5"
"career total","career total","career total","98","36","8","4","3","1","5","0","114","41"
