"year","single","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","album"
"year","single","us","us r&b","us dan","us a/c","aus","can","ire","nld","nz","uk","album"
"1987","love/hate","-","-","34","-","-","-","-","-","-","-","pebbles"
"1987","girlfriend","5","1","24","-","86","17","9","23","22","8","pebbles"
"1988","mercedes boy","2","1","2","-","-","14","-","39","50","42","pebbles"
"1988","take your time","-","3","41","-","-","-","-","-","-","-","pebbles"
"1988","do me right","-","67","-","-","-","-","-","-","-","-","pebbles"
"1990","giving you the benefit","4","1","10","-","48","32","-","32","26","73","always"
"1990","love makes things happen","13","1","-","24","-","91","-","-","-","-","always"
"1991","backyard","73","4","-","-","-","-","-","-","-","-","always"
"1991","always","-","13","-","-","-","-","-","-","-","-","always"
"1995","are you ready?","-","38","-","-","-","-","-","-","-","-","straight from my heart"
"2008","let freedom reign","-","-","-","-","-","-","-","-","-","-","prophetic flows vol. i & ii"
"2008","healing waters","-","-","-","-","-","-","-","-","-","-","non-album single"
""-" denotes a recording that did not chart or was not released in that territory",""-" denotes a recording that did not chart or was not released in that territory",""-" denotes a recording that did not chart or was not released in that territory",""-" denotes a recording that did not chart or was not released in that territory",""-" denotes a recording that did not chart or was not released in that territory",""-" denotes a recording that did not chart or was not released in that territory",""-" denotes a recording that did not chart or was not released in that territory",""-" denotes a recording that did not chart or was not released in that territory",""-" denotes a recording that did not chart or was not released in that territory",""-" denotes a recording that did not chart or was not released in that territory",""-" denotes a recording that did not chart or was not released in that territory",""-" denotes a recording that did not chart or was not released in that territory",""-" denotes a recording that did not chart or was not released in that territory"
