"region of residence","total fertility rate","number of births","average age of mother","average age of mother"
"region of residence","total fertility rate","number of births","at first birth","all births"
"region of residence","children per woman","thousands","year","year"
"canada","1.54","383.1","29.2","30.8"
"newfoundland and labrador","1.42","4.4","27.9","29.5"
"prince edward island","1.58","1.4","28.1","30.0"
"nova scotia","1.42","8.3","28.2","29.8"
"new brunswick","1.55","6.6","27.5","29.1"
"quebec","1.59","86.3","29.0","30.6"
"ontario","1.46","140.4","29.8","31.3"
"manitoba","1.85","16.9","27.6","29.6"
"saskatchewan","1.93","15.6","27.2","29.1"
"alberta","1.69","55.9","28.7","30.4"
"british columbia","1.40","45.3","30.3","31.6"
"yukon","1.62","0.4","29.2","30.9"
"northwest territories","1.79","0.6","27.8","29.5"
"nunavut","2.99","0.9","22.4","26.4"
