"mental health covariates","off-reserve first nations","off-reserve first nations","off-reserve first nations","metis","metis","metis","inuit","inuit","inuit"
"mental health covariates","mean","se","f","mean","se","f","mean","se","f"
"self-rated mental health","","","","","","","","",""
"very good/excellent","3.5","0.09","2491.1","3.5","0.10","2362.2","3.8","0.20","284.4"
"poor/fair/good","10.6","0.29","","10.4","0.26","","7.5","0.37",""
"diagnosed mood disorder","","","","","","","","",""
"no","4.7","0.12","3162.7","4.7","0.12","2697.3","4.7","0.21","697.2"
"yes","15.4","0.49","","15.2","0.44","","15.1","0.82",""
"diagnosed anxiety disorder","","","","","","","","",""
"no","5.0","0.14","2141.5","4.8","0.12","1940.5","5.1","0.23","192.2"
"yes","14.4","0.47","","13.8","0.45","","11.6","1.13",""
"considered suicide in past 12 months","","","","","","","","",""
"no","5.6","0.13","1771.2","5.5","0.14","973.4","5.0","0.23","293.0"
"yes","19.0","0.68","","17.2","0.80","","13.2","0.94",""
