"selected type of crime prevention measure taken at some point in one's life","aboriginal people","aboriginal people","non-aboriginal people","non-aboriginal people"
"selected type of crime prevention measure taken at some point in one's life","males","females","males","females"
"selected type of crime prevention measure taken at some point in one's life","percent","percent","percent","percent"
"changed your routine/activities or avoided certain people/places","27","41","23","30"
"installed new locks or security bars","19","27","25","26"
"installed burglar alarm/motion detector/video surveillance","26","32","32","33"
"took a self defence course","13","15","11","13"
"obtained a dog","15","18","8","11"
"changed residence or moved","6","8","3","5"
"carry something to defend yourself or to alert other people","14","21","8","16"
"when alone and returning to a parked car, check the back seat for intruders before getting into the car","27","49","23","47"
"plan your route with safety in mind","39","55","29","49"
"stay at home at night because you are afraid to go out alone","2","14","2","10"
"lock windows and doors at home","76","86","82","88"
"rather than walk, use your car/taxi/public transportation for your personal safety","21","42","18","38"
