"type of drug violation","adult criminal","adult criminal","youth","youth"
"type of drug violation","number","percent","number","percent"
"completed cannabis-related cases","completed cannabis-related cases","completed cannabis-related cases","completed cannabis-related cases","completed cannabis-related cases"
"possession","58,938","79","13,972","84"
"trafficking","10,470","14","2,591","15"
"import/export","29","0","2","0"
"production","5,369","7","157","1"
"total completed cannabis-related cases","74,806","100","16,722","100"
"completed cocaine-related cases","completed cocaine-related cases","completed cocaine-related cases","completed cocaine-related cases","completed cocaine-related cases"
"possession","20,954","52","854","43"
"trafficking","18,595","47","1,131","57"
"import/export","183","0","2","0"
"production","247","1","7","0"
"total completed cocaine-related cases","39,979","100","1,994","100"
"completed heroin-related cases","completed heroin-related cases","completed heroin-related cases","completed heroin-related cases","completed heroin-related cases"
"possession","1,103","47","25","46"
"trafficking","1,216","51","27","50"
"import/export","28","1","1","2"
"production","25","1","1","2"
"total completed heroin-related cases","2,372","100","54","100"
"completed methamphetamine-related (crystal meth) cases","completed methamphetamine-related (crystal meth) cases","completed methamphetamine-related (crystal meth) cases","completed methamphetamine-related (crystal meth) cases","completed methamphetamine-related (crystal meth) cases"
"possession","1,879","73","229","65"
"trafficking","662","26","122","35"
"import/export","13","1","0","0"
"production","36","1","0","0"
"total completed crystal meth-related cases","2,590","100","351","100"
"completed methylenedioxyamphetamine-related (ecstasy) cases","completed methylenedioxyamphetamine-related (ecstasy) cases","completed methylenedioxyamphetamine-related (ecstasy) cases","completed methylenedioxyamphetamine-related (ecstasy) cases","completed methylenedioxyamphetamine-related (ecstasy) cases"
"possession","864","64","276","69"
"trafficking","483","36","122","31"
"import/export","3","0","0","0"
"production","10","1","0","0"
"total completed ecstasy-related cases","1,360","100","398","100"
"completed cases related to other cdsa substances","completed cases related to other cdsa substances","completed cases related to other cdsa substances","completed cases related to other cdsa substances","completed cases related to other cdsa substances"
"possession","10,347","64","1,469","67"
"trafficking","5,191","32","721","33"
"import/export","149","1","1","0"
"production","388","2","18","1"
"total completed cases related to other cdsa substances","16,075","100","2,209","100"
"completed drug-related cases","completed drug-related cases","completed drug-related cases","completed drug-related cases","completed drug-related cases"
"possession","94,085","69","16,825","77"
"trafficking","36,617","27","4,714","22"
"import/export","405","0","6","0"
"production","6,075","4","183","1"
"total completed drug-related cases","137,182","100","21,728","100"
