"album details","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","sales"
"album details","swe","aus","fin","fra","ger","jpn","nld","nor","swi","uk","us","sales"
"orchid released: may 15, 1995 label: candlelight/century black","-","-","-","-","-","-","-","-","-","-","-",""
"morningrise released: june 24, 1996 label: candlelight/century black","-","-","-","-","-","-","-","-","-","-","-",""
"my arms, your hearse released: august 18, 1998 label: candlelight/century black","-","-","-","-","-","-","-","-","-","-","-",""
"still life released: october 19, 1999 label: peaceville","-","-","-","-","-","-","-","-","-","-","-",""
"blackwater park released: february 27, 2001 label: music for nations/koch","-","-","-","-","-","-","-","-","-","-","-","us: 93,000"
"deliverance released: november 12, 2002 label: music for nations/koch","-","-","-","-","-","-","-","-","-","-","-",""
"damnation released: april 22, 2003 label: music for nations/koch","-","54","37","112","-","-","97","-","-","181","192","us: 72,000"
"ghost reveries released: august 30, 2005 label: roadrunner","9","35","10","72","39","263","38","21","-","62","64","us: 94,000"
"watershed released: june 3, 2008 label: roadrunner","7","7","1","47","23","52","14","7","24","34","23","us: 19,000"
"heritage released: september 20, 2011 label: roadrunner","4","12","2","24","9","55","10","8","13","22","19",""
"pale communion released: august 26, 2014 label: roadrunner","3","17","1","45","3","48","23","5","24","14","19",""
"sorceress released: september 30, 2016 label: nuclear blast","7","7","3","40","1","69","11","8","6","11","24",""
""-" denotes releases that did not chart or were not released in that country",""-" denotes releases that did not chart or were not released in that country",""-" denotes releases that did not chart or were not released in that country",""-" denotes releases that did not chart or were not released in that country",""-" denotes releases that did not chart or were not released in that country",""-" denotes releases that did not chart or were not released in that country",""-" denotes releases that did not chart or were not released in that country",""-" denotes releases that did not chart or were not released in that country",""-" denotes releases that did not chart or were not released in that country",""-" denotes releases that did not chart or were not released in that country",""-" denotes releases that did not chart or were not released in that country",""-" denotes releases that did not chart or were not released in that country",""-" denotes releases that did not chart or were not released in that country"
