"","chronic conditions","chronic conditions","chronic conditions","chronic conditions","chronic conditions","chronic conditions"
"","high blood pressure","arthritis","asthma","mood disorder","anxiety disorder","diabetes"
"","percent","percent","percent","percent","percent","percent"
"total first nations population","22","20","15","15","14","10"
"men","21","15","12","10","10","9"
"women","23","23","18","19","18","11"
"age groups","","","","","",""
"15 to 24","3","2","16","13","14","1"
"25 to 54","21","17","15","17","17","9"
"55 and older","50","47","15","11","9","25"
"total population of canada","18","12","8","7","7","5"
