"type of offence","yukon","yukon","northwest territories","northwest territories","nunavut","nunavut","all territories","all territories"
"type of offence","2009","2014","2009","2014","2009","2014","2009","2014"
"type of offence","number","number","number","number","number","number","number","number"
"violent victimization","","","","","","","",""
"sexual assault","f","f","f","f","f","f","3,637","2,647"
"robbery","f","f","f","f","f","f","2,141","f"
"physical assault","3,393","2,662","5,270","3,950","3,222","4,734","11,885","11,346"
"total","7,236","3,583","6,848","5,377","3,579","6,002","17,663","14,961"
"household victimization","","","","","","","",""
"break and enter","f","702","1,470","828","694","1,048","3,223","2,579"
"motor vehicle/parts theft","f","f","f","f","f","425","1,358","986"
"theft of household property","2,218","1,412","2,215","1,929","953","804","5,386","4,145"
"vandalism","1,556","982","1,449","870","f","709","3,395","2,561"
"total","5,234","3,362","5,758","3,922","2,370","2,987","13,362","10,271"
"theft of personal property","f","4,417","4,212","4,540","f","1,688","7,135","10,645"
