"year","title","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","album"
"year","title","bel (fl) tip","us aaa","us adult","us r&b","us rock air","album"
"2015","coming home","-","7","39","55","38","coming home"
"2015","smooth sailin'","-","1","-","-","36","coming home"
"2016","better man","23","16","-","-","-","coming home"
"2018","bet ain't worth the hand","-","-","-","-","-","good thing"
"2018","bad bad news","31","1","-","-","31","good thing"
"2018","beyond","-","2","19","-","-","good thing"
"2018","liberated","-","-","-","-","47","non-album single"
"2018","if it feels good","15","7","-","-","-","good thing"
""-" denotes releases that did not chart",""-" denotes releases that did not chart",""-" denotes releases that did not chart",""-" denotes releases that did not chart",""-" denotes releases that did not chart",""-" denotes releases that did not chart",""-" denotes releases that did not chart",""-" denotes releases that did not chart"
