"","all-cause","all-cause","all-cause","circulatory diseases","circulatory diseases","circulatory diseases","digestive diseases","digestive diseases","digestive diseases","cancer","cancer","cancer"
"","ashr","95% confidence interval","95% confidence interval","ashr","95% confidence interval","95% confidence interval","ashr","95% confidence interval","95% confidence interval","ashr","95% confidence interval","95% confidence interval"
"","ashr","from","to","ashr","from","to","ashr","from","to","ashr","from","to"
"canadian-born","891.2","890.1","892.3","157.7","157.3","158.2","114.5","114.1","114.8","86.0","85.7","86.4"
"immigrant category","","","","","","","","","","","",""
"refugee","493.5","486.5","500.6","97.8","94.5","101.2","67.0","64.5","69.6","58.7","56.4","61.1"
"","","","","","","","","","","","",""
"family","507.5","504.3","510.7","94.4","93.1","95.9","63.2","62.1","64.4","59.8","58.7","60.9"
"economic","389.1","385.4","392.9","68.5","66.8","70.1","52.9","51.6","54.2","60.8","59.4","62.2"
"source area","","","","","","","","","","","",""
"poland","488.1","476.1","500.4","106.6","100.7","112.8","60.0","56.1","64.3","67.1","62.9","71.6"
"vietnam","385.8","376.6","395.3","55.9","52.4","59.7","51.5","48.2","55.0","59.7","56.3","63.4"
"middle east","510.3","498.6","522.4","109.4","103.8","115.4","65.9","61.9","70.1","56.1","52.4","60.1"
"total immigrant landing file immigrants","470.4","468.3","472.5","88.4","87.4","89.3","60.6","59.9","61.4","59.7","59.0","60.5"
