"province and territory","hirings","hirings","hirings","departures","departures","departures","net gain or loss: hirings and departures","police officers eligible to retire"
"province and territory","total","experienced police officers","recruit graduates","total","retirements","other","net gain or loss: hirings and departures","police officers eligible to retire"
"province and territory","number","percent","percent","number","percent","percent","number","percent"
"newfoundland and labrador","48","2","98","37","76","24","11","20"
"prince edward island","8","0","100","8","38","63","0","18"
"nova scotia","62","32","68","78","76","24","-16","15"
"new brunswick","57","9","91","65","48","52","-8","14"
"quebec","556","35","65","645","82","18","-89","13"
"ontario","725","12","88","886","71","29","-161","7"
"manitoba","72","6","94","113","29","71","-41","19"
"saskatchewan","138","8","92","102","56","44","36","8"
"alberta","468","4","96","280","59","41","188","7"
"british columbia","486","6","94","341","65","35","145","11"
"yukon","2","0","100","6","50","50","-4","14"
"northwest territories","8","13","88","6","50","50","2","10"
"nunavut","0","..","..","3","100","0","-3","11"
"provincial and territorial total","2,630","14","86","2,570","69","31","60","10"
"royal canadian mounted police headquarters and training academy","0","..","..","82","70","30","-82","43"
"canada","2,630","14","86","2,652","69","31","-22","10"
