"","women","women","women","women","men","men","men","men"
"","bottom 90%","next 5%","next 4%","top 1%","bottom 90%","next 5%","next 4%","top 1%"
"","percent","percent","percent","percent","percent","percent","percent","percent"
"provinces and territories","","","","","","","",""
"newfoundland and labrador","1.3","1.1","0.9","1.1","1.1","1.7","1.9","1.1"
"prince edward island","0.4","0.2","0.2","0.2","0.4","0.2","0.2","0.1"
"nova scotia","2.6","1.6","1.5","0.9","2.5","1.9","1.7","1.2"
"new brunswick","2.1","0.9","0.8","0.6","2.0","1.4","1.2","0.7"
"quebec","23.4","16.0","16.4","16.6","24.1","16.2","14.0","15.5"
"ontario","38.2","43.3","44.0","44.6","38.2","38.8","37.4","41.5"
"manitoba","3.6","2.7","2.1","2.1","3.8","2.8","2.3","2.1"
"saskatchewan","3.1","3.5","2.7","2.0","3.1","4.0","3.8","2.2"
"alberta","11.4","17.9","18.8","20.8","11.0","18.5","23.8","24.4"
"british columbia","13.5","11.6","11.5","10.9","13.4","13.8","13.0","10.9"
"territories","0.3","1.3","1.0","0.3","0.3","0.6","0.6","0.2"
"selected cmas","","","","","","","",""
"montreal","11.9","10.1","10.7","11.6","12.1","9.0","8.7","10.9"
"ottawa-gatineau","3.9","6.7","5.5","3.3","3.7","5.1","4.4","3.3"
"toronto","16.9","22.2","25.9","31.5","17.1","16.7","18.3","26.9"
"calgary","3.9","7.4","9.5","11.7","3.9","5.8","8.2","12.9"
"edmonton","3.8","5.9","5.0","5.3","3.7","6.6","7.3","6.1"
"vancouver","7.4","7.5","7.9","7.9","7.4","7.3","7.7","7.9"
