"province and territory","hirings","hirings","hirings","departures","departures","departures","net gain or loss: hirings and departures","police officers eligible to retire"
"province and territory","total","experienced police officers","recruit graduates","total","retirements","other","net gain or loss: hirings and departures","police officers eligible to retire"
"province and territory","number","percent","percent","number","percent","percent","number","percent"
"newfoundland and labrador","35","6","94","39","72","28","-4","17"
"prince edward island","10","0","100","15","33","67","-5","14"
"nova scotia","61","33","67","70","70","30","-9","15"
"new brunswick","63","21","79","78","51","49","-15","13"
"quebec","512","18","82","658","83","17","-146","13"
"ontario","857","17","83","972","72","28","-115","6"
"manitoba","105","9","91","91","62","38","14","19"
"saskatchewan","130","4","96","82","43","57","48","8"
"alberta","515","5","95","253","45","55","262","6"
"british columbia","601","13","87","346","55","45","255","10"
"yukon","6","33","67","3","67","33","3","16"
"northwest territories","7","14","86","4","75","25","3","10"
"nunavut","5","40","60","3","0","100","2","9"
"provincial and territorial total","2,907","14","86","2,614","68","32","293","10"
"royal canadian mounted police headquarters and training academy","10","90","10","70","61","39","-60","41"
"canada","2,917","14","86","2,684","67","33","233","10"
