"characteristic","model 1","model 1","model 1","model 2","model 2","model 2"
"characteristic","adjusted odds ratio","95% confidence interval","95% confidence interval","adjusted odds ratio","95% confidence interval","95% confidence interval"
"characteristic","adjusted odds ratio","95% confidence interval","95% confidence interval","adjusted odds ratio","95% confidence interval","95% confidence interval"
"characteristic","adjusted odds ratio","from","to","adjusted odds ratio","from","to"
"age","1.04","0.98","1.10","1.04","0.98","1.11"
"sex","","","","","",""
"male","1.00","..","..","1.00","..",".."
"female","2.02","1.47","2.79","1.98","1.43","2.73"
"geography","","","","","",""
"rural","0.98","0.67","1.43","1.00","0.68","1.48"
"population centre","1.00","..","..","1.00","..",".."
"immigrant status","","","","","",""
"non-immigrant","1.00","..","..","1.00","..",".."
"immigrant","0.49","0.27","0.90","0.53","0.30","0.95"
"household income","","","","","",""
"not low income","1.00","..","..","1.00","..",".."
"low income","0.88","0.62","1.25","0.85","0.59","1.23"
"student status","","","","","",""
"not student","0.86","0.59","1.25","0.95","0.65","1.39"
"student","1.00","","","1.00","",""
"psychosocial factors","","","","","",""
"negative social interactions","1.22","1.14","1.30","1.22","1.13","1.31"
"emotional support","0.98","0.94","1.03","0.99","0.95","1.03"
"ability to deal with stress","0.73","0.65","0.82","0.71","0.64","0.80"
"lifetime depression","","","","","",""
"no","1.00","..","..","..","..",".."
"yes","4.68","3.23","6.78","..","..",".."
"lifetime suicidal thoughts","","","","","",""
"no","..","..","..","1.00","..",".."
"yes","..","..","..","3.85","2.73","5.43"
