"characteristic","no lifetime suicidal thoughts","no lifetime suicidal thoughts","no lifetime suicidal thoughts","lifetime suicidal thoughts","lifetime suicidal thoughts","lifetime suicidal thoughts"
"characteristic","%","95% confidence interval","95% confidence interval","%","95% confidence interval","95% confidence interval"
"characteristic","%","95% confidence interval","95% confidence interval","%","95% confidence interval","95% confidence interval"
"characteristic","%","from","to","%","from","to"
"sex","","","","","",""
"male","88.0","85.8","89.8","12.0","10.2","14.2"
"female","83.8","81.4","85.9","16.2","14.1","18.6"
"age group","","","","","",""
"15 to 18","86.7","84.3","88.8","13.3","11.2","15.7"
"19 to 24","85.4","83.2","87.3","14.6","12.7","16.8"
"geography","","","","","",""
"rural","88.7","85.0","91.6","11.3","8.4","15.0"
"population centre","85.4","83.7","87.0","14.6","13.0","16.3"
"immigrant status","","","","","",""
"non-immigrant","85.4","83.7","87.0","14.6","13.0","16.3"
"immigrant","89.1","84.7","92.3","10.9","7.7","15.3"
"student status","","","","","",""
"not student","84.8","82.3","87.0","15.2","13.0","17.7"
"student","86.7","84.7","88.6","13.3","11.4","15.3"
"highest level of education","","","","","",""
"secondary or less","82.0","77.6","85.8","18.0","14.2","22.4"
"at least some postsecondary","86.4","84.5","88.1","13.6","11.9","15.5"
"household income","","","","","",""
"lowest income quintile","84.6","81.6","87.2","15.4","12.8","18.4"
"higher","86.4","84.5","88.1","13.6","11.9","15.5"
"smoking","","","","","",""
"not current smoker","88.0","86.3","89.6","12.0","10.4","13.7"
"daily or occasional smoker","77.3","73.0","81.0","22.7","19.0","27.0"
"physical activity","","","","","",""
"not active","81.6","77.1","85.4","18.4","14.6","22.9"
"moderately/vigorously active in last 7 days","86.7","85.0","88.3","13.3","11.7","15.0"
"depression","","","","","",""
"no","90.2","88.7","91.4","9.8","8.6","11.3"
"yes","50.5","43.4","57.6","49.5","42.4","56.6"
