"productivity dispersion","earnings dispersion","earnings dispersion","earnings dispersion","earnings dispersion","earnings dispersion","earnings dispersion","earnings dispersion","earnings dispersion"
"productivity dispersion","p90-p10","p90-p50","p50-p10","variance","p90-p10","p90-p50","p50-p10","variance"
"productivity dispersion","column 1","column 2","column 3","column 4","column 5","column 6","column 7","column 8"
"lp","","","","","","","",""
"coefficient","0.116","..","..","..","..","..","..",".."
"standard error","0.009","..","..","..","..","..","..",".."
"lp","","","","","","","",""
"coefficient","..","0.088","..","..","..","..","..",".."
"standard error","..","0.011","..","..","..","..","..",".."
"lp","","","","","","","",""
"coefficient","..","..","0.143","..","..","..","..",".."
"standard error","..","..","0.035","..","..","..","..",".."
"variance","","","","","","","",""
"coefficient","..","..","..","0.107","..","..","..",".."
"standard error","..","..","..","0.014","..","..","..",".."
"mfp","","","","","","","",""
"coefficient","..","..","..","..","0.035","..","..",".."
"standard error","..","..","..","..","0.042","..","..",".."
"mfp","","","","","","","",""
"coefficient","..","..","..","..","..","-0.044","..",".."
"standard error","..","..","..","..","..","0.029","..",".."
"mfp","","","","","","","",""
"coefficient","..","..","..","..","..","..","0.166",".."
"standard error","..","..","..","..","..","..","0.100",".."
"variance","","","","","","","",""
"coefficient","..","..","..","..","..","..","..","0.041"
"standard error","..","..","..","..","..","..","..","0.026"
"year fixed effect","yes","yes","yes","yes","yes","yes","yes","yes"
"sector fixed effect","yes","yes","yes","yes","yes","yes","yes","yes"
"number of observations","1,209","1,209","1,209","1,209","1,209","1,209","1,209","1,209"
"r-squared","0.954","0.913","0.912","0.955","0.945","0.907","0.896","0.952"
