"origin, sex and ecpa category","all-cause","all-cause","all-cause","all-cause","circulatory diseases","circulatory diseases","circulatory diseases","circulatory diseases","digestive diseases","digestive diseases","digestive diseases","digestive diseases"
"origin, sex and ecpa category","crude","ashr","95% confidence interval","95% confidence interval","crude","ashr","95% confidence interval","95% confidence interval","crude","ashr","95% confidence interval","95% confidence interval"
"origin, sex and ecpa category","crude","ashr","from","to","crude","ashr","from","to","crude","ashr","from","to"
"men","","","","","","","","","","","",""
"canadian-born","665.2","665.2","663.9","666.5","134.3","134.3","133.7","134.9","93.6","93.6","93.1","94.1"
"total economic class","268.6","301.2","297.5","305.0","59.1","67.4","65.6","69.2","45.1","48.3","46.8","49.7"
"skilled workers","253.2","309.4","305.0","313.8","55.1","70.1","68.0","72.3","43.5","48.7","47.1","50.4"
"business class","381.1","282.0","271.4","292.9","88.0","57.3","53.4","61.6","57.5","45.1","40.8","49.9"
"women","all-cause","all-cause","all-cause","all-cause","cancer","cancer","cancer","cancer","digestive diseases","digestive diseases","digestive diseases","digestive diseases"
"canadian-born","668.0","668.0","666.7","669.3","75.0","75.0","74.5","75.4","92.4","92.4","91.9","92.9"
"total economic class","275.1","310.0","304.3","315.8","65.8","68.0","65.5","70.6","34.2","38.2","36.2","40.3"
"skilled workers","268.6","278.3","272.6","284.2","65.6","65.1","62.5","67.9","32.3","33.1","31.1","35.1"
"business class","255.9","225.2","200.1","253.4","63.0","59.1","46.7","74.8","32.9","29.4","21.1","40.8"
"live-in caregivers","294.6","303.5","293.9","313.3","66.9","65.7","61.4","70.2","39.3","40.6","37.2","44.3"
