"club","season","league","league","league","fa cup","fa cup","league cup","league cup","other","other","total","total"
"club","season","division","apps","goals","apps","goals","apps","goals","apps","goals","apps","goals"
"plymouth argyle","1985-86","third division","7","1","-","-","7","1","none","none","none","none"
"brentford","1988-89","third division","29","8","7","0","0","0","5","1","41","9"
"brentford","1989-90","third division","27","2","1","0","2","1","3","0","33","3"
"brentford","1990-91","third division","32","4","3","0","4","1","5","0","46","6"
"brentford","1991-92","third division","31","3","3","0","5","3","2","0","41","6"
"brentford","1992-93","first division","21","0","0","0","3","0","7","2","31","2"
"brentford","total","total","140","17","14","0","14","5","22","3","190","25"
"career total","career total","career total","147","18","14","0","14","5","22","3","197","26"
