"type of unwanted behaviour","women","women","women","men","men","men"
"type of unwanted behaviour","percent","95% confidence interval","95% confidence interval","percent","95% confidence interval","95% confidence interval"
"type of unwanted behaviour","percent","from","to","percent","from","to"
"public spaces","","","","","",""
"unwanted sexual behaviour in public spaces","","","","","",""
"unwanted physical contact","17.3","16.5","18.2","6.3","5.7","6.9"
"indecent exposure","4.4","3.9","5.0","3.1","2.7","3.5"
"unwanted comments about sex or gender","11.7","10.9","12.5","5.9","5.4","6.5"
"unwanted comments about sexual orientation or assumed sexual orientation","3.7","3.3","4.2","3.9","3.5","4.4"
"unwanted sexual attention","24.8","23.9","25.8","5.5","5.0","6.1"
"experienced unwanted sexual behaviour in public spaces","31.8","30.8","32.8","13.4","12.6","14.3"
"online","","","","","",""
"unwanted behaviour online","","","","","",""
"threatening or aggressive emails or messages directed at you personally","10.2","9.4","11.0","7.6","7.0","8.3"
"threatening or aggressive messages sent to a group or on social media","4.4","3.9","5.1","4.2","3.7","4.7"
"posting or distributing, or threatening to post or distribute, intimate or sexually explicit images without consent","1.6","1.2","2.0","1.6","1.3","1.9"
"pressure to send, share, or post sexually suggestive or explicit images or messages","3.7","3.2","4.2","1.8","1.5","2.1"
"being sent unwanted sexually suggestive or explicit images or messages","10.7","9.9","11.5","6.5","5.9","7.1"
"experienced unwanted sexual behaviour online","18.4","17.4","19.4","13.6","12.8","14.5"
"protective measure taken online","","","","","",""
"changed username or blocked others because of harassment","17.3","16.3","18.3","9.7","9.0","10.4"
"limited internet use or social media participation for protection","17.4","16.5","18.3","12.1","11.4","12.8"
"shut down or deleted an account because of harassment","4.0","3.6","4.5","2.9","2.6","3.3"
"took an online protective measure","28.2","27.1","29.3","18.7","17.8","19.6"
